//编号	技能名称	标识是否是生活技能	职业	左手武器限制	右手武器限制	身体装备限制	贝壳使用检测	技能阶段	技能类型	有益/有害	学习等级	前置技能	技能点消耗	施放者形态	适用地点	释放距离	作用对象	攻击模式	角度	半径	技能区域形状	技能前期处理公式	技能添加地面状态公式	技能sp公式	耐久度消耗公式	冲值消耗公式	技能区域公式	施放阶段公式	效果阶段公式	正效果公式	反效果公式	绑定的可手动移除状态编号	自身参数	自身效果	消耗物品	持续时间	目标参数	溅射参数	目标持续效果	溅射持续效果	变身编号	召唤编号	释放时间	再施放时间	伤害表现	动作播放	动作	keyframe	攻击音效	人物dummy	人物特效	基准值	道具dummy	道具特效	道具特效2	飞行keyfram	人物dummy	道具dummy	飞行特效	飞行速度	受击音效	dummy	人物受击特效	特效时间点	地面受击特效	水面受击特效	ICON	技能播放次数	操作执行命令	说明	效果	消耗	备注																																		
0227	Toughen Wood	2	-1,10	1,-1	1,-1	1,-1	-1	2	2	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Jbjg_Use	Skill_Jbjg_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0227.tga	0	0	Increases defense of ship	0	Passive	0
0228	Sail Mastery	2	-1,10	1,-1	1,-1	1,-1	-1	2	2	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Cfs_Use	Skill_Cfs_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0228.tga	0	0	Increases sailing speed of ship	0	Passive	0
0229	Reinforce Ship	2	-1,10	1,-1	1,-1	1,-1	-1	2	2	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Ctqh_Use	Skill_Ctqh_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0229.tga	0	0	Increases durability of ship	0	Passive	0
0230	Oil Tank Upgrade	2	-1,10	1,-1	1,-1	1,-1	-1	2	2	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Bjkr_Use	Skill_Bjkr_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0230.tga	0	0	Increases fuel capacity of ship	0	Passive	0
0231	Fishing	3	-1,10	2,73	1,-1	1,-1	-1	1	1	0	-1	-1	1	2	2	200	28	1	0	0	0	0	0	SkillSp_By	0	0	0	0	Skill_By_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_By	1	1	1	-1	71	1	308	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	0	0	0	0	0	s0231.tga	1	0	Available if ship has fishing capabilities	Obtain fish related resources from the sea	Passive	0
0232	Salvage	3	-1,10	2,74	1.-1	1,-1	-1	1	1	0	-1	-1	1	2	2	200	29	1	0	0	0	0	0	SkillSp_Dl	0	0	0	0	Skill_Dl_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Dl	1	1	1	-1	72	1	310	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	0	0	0	0	0	s0232.tga	1	0	Available if ship has salvaging capabilities	Obtain valuable resources from sunken ships	Passive	0
0233	Bombardment	1	-1,10	1,-1	1,-1	1,-1	-1	3	0	0	-1	-1	1	2	3	1700	4	2	360	0	4	0	0	0	0	0	SkillArea_Circle_Paodan	0	Skill_Paodan_End	0	0	0	sp=sp(0)-30	0	0	0	hp=hp(1)-sklv(0)*200	0	0	0	0	0	0	1000	2	1	7	-1	146	1	284	0	0	0,0	0,0	-1	2	-1	1049	1600	147	-1	0	0	316	315	0	0	0	Fragments will deal damage to targets within range	0	0	0
0234	Death Shriek	1	-1,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	3	400	4	1	0	0	0	0	0	SkillSp_Swcx	0	0	0	0	Skill_Swcx_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Swcx	1	1	11	-1	40	9	317	0	0	0,0	0,0	0	9	-1	0	1600	41	2	318	0	0	0	s0081.tga	0	0	Boss Skill	Boss Skill	Boss Skill	0
0235	Blood Fury	1	-1,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	SkillSp_Xn	0	0	0	0	Skill_Xn_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Xn	2	1	10	0	56	1	320	0	0	0,0	0,0	0	9	-1	1052	1600	57	2	322	0	0	0	s0087.tga	0	0	Boss Skill	Boss Skill	Boss Skill	0
0236	Lair	1	-1,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	SkillSp_Nt	0	0	0	0	Skill_Nt_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Nt	2	1	10	0	78	1	0	0	0	0,0	0,0	0	1	-1	1053	1300	-1	2	323	0	0	0	s0101.tga	0	0	Boss Skill	Boss Skill	Boss Skill	0
0237	Earthquake	1	-1,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	1	0	4	2	0	0	3	0	SkillArea_State_DiZ	SkillSp_DiZ	0	0	SkillArea_Square_DiZ	0	Skill_DiZ_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_DiZ	1	1	10	-1	96	2	325	0	0	0,0	0,0	-1	1	-1	0	0	97	-1	0	0	326	0	s0121.tga	0	0	Boss Skill	Boss Skill	Boss Skill	0
0238	Colossus Smash	1	-1,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	3	800	4	1	0	0	0	0	0	SkillSp_XiK	0	0	0	0	Skill_Xik_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Xik	1	1	11	0	40	2	333	0	0	0,0	0,0	0	9	-1	0	0	41	2	195	0	0	0	s0081.tga	0	0	Boss Skill	Boss Skill	Boss Skill	0
0239	Kiss of Frost	1	-1,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	SkillSp_Biw	0	0	0	0	Skill_Biw_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Biw	1	1	10	-1	40	9	327	0	0	0,0	0,0	0	9	-1	0	0	41	2	328	0	0	0	s0081.tga	0	0	Boss Skill	Boss Skill	Boss Skill	0
0240	Tempest Blade	1	-1,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	SkillSp_Fer	0	0	SkillArea_Circle_Fer	0	Skill_Fer_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Fer	1	1	11	-1	44	-1,-1	330,331	0	0	0,0	0,0	-1	-1	-1	0	0	45	2	332	0	0	0	s0107.tga	0	0	Boss Skill	Boss Skill	Boss Skill	0
0241	Set Stall	0	-1,3	1,-1	1,-1	1,-1	-1	1	1	0	-1	-1	1	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	29	0	-1	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	-1	0	0	0	0	0	selling.tga	0	0	0	0	0	0
0242	Taunt	1	1,10;8,10;9,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	3	800	4	1	0	0	0	0	0	SkillSp_CHF	0	0	0	0	Skill_CHF_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_CHF	1	1	11	-1	40	1	336	0	0	0,0	0,0	-1	9	-1	0	0	41	1	337	0	0	0	s0128.tga	0	0	Lures a single target to attack over a duration	Duration increases per skill level	Fix consumption of 10 SP	0
0243	Roar	1	8,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	242,5	1	1	1	0	4	2	0	0	4	0	0	SkillSp_Pax	0	0	SkillArea_Circle_Pax	0	Skill_Pax_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Pax	1	1	12	-1	44	-1	338	0	0	0,0	0,0	-1	-1	-1	0	0	45	1	337	0	0	0	s0129.tga	0	0	Lures multiple targets to attack over a duration	Effective range of skill increases per skill level	Fix consumption of 20 SP	0
0244	Replicate	1	-1	1,-1	1,-1	1,-1	-1	2	1	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	SkillSp_Fuz	0	0	0	0	Skill_Fuz_End	0	0	43	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Fuz	1	1	12	0	52	-1	121	0	0	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0123.tga	0	0	0	0	0	0
0245	Alga Ambush	1	-1	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	SkillSp_Hztx	0	0	SkillArea_Circle_Hztx	0	Skill_Hztx_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Hztx	1	1	12	0	-1	-1	294	0	0	0,0	0,0	-1	-1	-1	0	0	-1	-1	101	0	0	0	s0127.tga	0	0	0	0	0	0
0246	Jellyfish Electric Bolt	1	-1	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	2	3	600	4	2	0	0	3	0	SkillArea_State_Smdj	SkillSp_Smdj	0	0	SkillArea_Circle_Smdj	0	Skill_Smdj_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Smdj	1	1	12	0	114	-1	288	0	0	247,0	0,0	-1	-1	-1	0	0	115	-1	289	0	290	0	s0220.tga	0	0	0	0	0	0
0247	Squid Whirlstrike	1	-1	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	SkillSp_Wzxf	0	0	SkillArea_Circle_Wzxf	0	Skill_Wzxf_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Wzxf	1	1	12	0	44	-1	100	0	0	0,0	0,0	-1	-1	-1	0	0	45	-1	101	0	0	0	s0107.tga	0	0	0	0	0	0
0248	Shark Attack	1	-1	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	3	800	4	1	0	0	0	0	0	SkillSp_Syzm	0	0	0	0	Skill_Syzm_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Syzm	2	1	14	0	40	2	186	0	0	218,0	0,0	0	9	-1	1018	1600	41	2	195	-1	0	0	s0081.tga	0	0	0	0	0	0
0249	Polliwog Self Explode	1	-1	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	SkillSp_Kdzb	0	0	SkillArea_Circle_Kdzb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Kdzb	1	1	12	0	44	-1	100	0	0	0,0	0,0	-1	-1	-1	0	0	45	-1	101	0	0	0	s0107.tga	0	0	0	0	0	0
0250	Primal Skill 1	1	-1	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	1	1000	4	2	0	0	4	0	0	SkillSp_Kdzb	0	0	SkillArea_Circle_Kdzb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Sgjn1	1	1	11	0	44	1	339	0	0	0,0	0,0	-1	-1	-1	0	0	45	-1	341	0	0	0	s0107.tga	0	0	0	0	0	0
0251	Primal Rage 2	1	-1	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	1	1000	4	2	0	0	4	0	0	SkillSp_Kdzb	0	0	SkillArea_Circle_Kdzb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Sgjn2	1	1	10	0	44	1	340	0	0	0,0	0,0	-1	-1	-1	0	0	45	-1	267	0	0	0	s0107.tga	0	0	0	0	0	0
0252	Water Mine Explosion	1	-1	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	0	1	2	800	4	2	0	0	4	0	0	SkillSp_Slzb	0	0	SkillArea_Circle_Slzb	0	Skill_Slzb_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Slzb	1	1	7	-1	44	-1	390	0	0	0,0	0,0	-1	-1	-1	0	0	45	-1	101	-1	0	0	s0107.tga	0	0	Damages targets within range	Increases attack by 1.05 times at Level 1. Increases by 5% per skill level	Consumes 20 SP at Level 1. Increases by 1 SP per skill level	0
0253	Cannon Strike	1	-1,10	1,-1	1,-1	1,-1	-1	3	0	0	-1	-1	1	2	3	1700	4	1	360	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	7	-1	128	-1	0	0	0	0,0	0,0	-1	2	-1	1053	4000	-1	2	131	0	0	0	0	0	0	Fragments will deal damage to targets within range	0	0	0
0254	Repair	0	-1,10	1,-1	1,17	1,-1	-1	1	0	1	-1	-1	1	1	1	200	17	1	0	0	0	0	0	SkillSp_PKXL	0	0	0	0	Skill_PKXL_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_PKXL	1	1	38	0	122	-1	0	0	1	0,0	0,0	0	-1	-1	0	0	-1	0	216	0	0	0	s0233.tga	1	0	Equips a Hammer to repair ship or machinery	Effectiveness increases per skill level	Consume a specific amount of materials per repair	0
0255	Crystalline Blessing	1	13,10	1,-1	1,-1	1,-1	-1	2	1	1	-1	-1	1	1	1	600	2	1	0	0	0	0	0	SkillSp_BingX	0	0	0	0	Skill_BingX_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_BingX	1	1	12	-1	-1	-1	299	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	300	-1	0	0	s0225.tga	0	0	Makes target immune to melee and skill attacks	Duration increases per skill level	Consumes 1 Magical Clover per cast	0
0256	Intense Magic	1	14,10	1,-1	1,-1	1,-1	-1	2	1	1	-1	-1	1	1	1	600	5	1	0	0	0	0	0	SkillSp_Mlch	0	0	0	0	Skill_Mlch_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Mlch	1	1	12	-1	-1	-1	344	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	-1	0	0	s0225.tga	0	0	Increases magical damage of target	Duration and effectiveness increases per skill level with a chance to cast without the use of Magical Clover at higher levels	Consumes 1 Magical Clover per cast	0
0257	Corpse Attack	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	300	4	1	0	0	0	0	0	SkillSp_JSDD	0	0	0	0	Skill_JSDD_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_JSDD	1	1	7	0	-1	6,9	347,347	0	-1	0,0	0,0	-1	-1	-1	0	0	132	2	131	0	0	0	s0225.tga	0	0	Increases magical damage of target	0	0	0
0258	Corpse Range Attack	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1500	4	2	0	0	1	0	0	SkillSp_JSMF	0	0	SkillArea_Line_JSMF	0	Skill_JSMF_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_JSMF	1	1	7	0	-1	9	349	0	-1	0,0	0,0	-1	-1	-1	0	0	132	2	131	0	0	0	s0225.tga	0	0	Increases magical damage of target	0	0	0
0259	Fox Taoist Sorcery	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	SkillSp_HDSMF	0	0	0	0	Skill_HDSMF_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_HDSMF	1	1	7	-1	40	9	350	0	0	0,0	0,0	0	9	-1	1054	1600	41	2	131	0	0	0	s0081.tga	0	0	Boss Skill	Boss Skill	0	0
0260	Fox Spirit Sorcery	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	SkillSp_HYMF	0	0	0	0	Skill_HYMF_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_HYMF	2	1	7	-1	56	1	352	0	0	0,0	0,0	0	9	-1	1055	1600	57	2	131	0	0	0	s0087.tga	0	0	Boss Skill	Deals magical damage. Damage is determined by skill level and Spirit	0	0
0261	Fascinate	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	SkillSp_HYMH	0	0	0	0	Skill_HYMH_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_HYMH	1	1	7	-1	56	-1	371	0	0	0,0	0,0	0	-1	-1	0	0	57	2	131	0	0	0	s0087.tga	0	0	Boss Skill	Seduces male character	0	0
0262	Fox Immortal Sorcery	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	SkillSp_FoxMagic	0	0	0	0	Skill_FoxMagic_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_FoxMagic	2	1	7	-1	40	9	372	0	0	0,0	0,0	0	9	-1	1055	1600	41	2	131	0	0	0	s0081.tga	0	0	Boss Skill	Deals magical damage. Damage is determined by skill level and Spirit	0	0
0263	Fox Immortal Area Spell	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	SkillSp_FoxSquareMagic	0	0	SkillArea_Circle_FoxSquareMagic	0	Skill_FoxSquareMagic_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_FoxSquareMagic	1	1	7	-1	40	9	373	0	0	0,0	0,0	0	-1	-1	0	0	41	2	131	0	0	0	s0081.tga	0	0	Boss Skill	Deals magical damage. Damage is determined by skill level and Spirit	0	0
0264	Ritual	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	SkillSp_TZJSMagic	0	0	0	0	Skill_TZJSMagic_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_TZJSMagic	1	1	7	-1	40	-1	374	0	0	0,0	0,0	0	-1	-1	0	0	-1	2	131	0	0	0	s0225.tga	0	0	Boss Skill	Boss Skill	0	0
0265	Sachem's Witchcraft	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	SkillSp_TZQZMagic	0	0	SkillArea_Circle_TZQZMagic	0	Skill_TZQZMagic_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_TZQZMagic	1	1	10	-1	40	1	375	0	0	0,0	0,0	0	9	-1	0	0	-1	2	101	0	0	0	s0225.tga	0	0	Boss Skill	Boss Skill	0	0
0266	Whirling Hook	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	SkillSp_JBXZSB	0	0	SkillArea_Circle_JBXZSB	0	Skill_JBXZSB_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_JBXZSB	1	1	11	-1	40	-1,-1	805,806	0	0	0,0	0,0	0	9	-1	0	0	138	2	131	0	0	0	s0225.tga	0	0	Boss Skill	Boss Skill	0	0
0267	Dog Howl	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	SkillSp_QuanX	0	0	SkillArea_Circle_QuanX	0	Skill_QuanX_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_QuanX	1	1	11	-1	44	-1	314	0	0	0,0	0,0	0	9	-1	0	0	-1	2	101	0	0	0	s0225.tga	0	0	Decreases attack and movement speed of targets within range	Decreases attack by 3 and movement speed by 1% over 20s per skill level.	0	0
0268	Corpse Venom	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	200	4	1	0	0	0	0	0	SkillSp_SD	0	0	0	0	Skill_SD_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_SD	2	1	10	0	40	1	802	0	0	0,0	0,0	0	9	-1	1052	1300	103	2	131	0	0	0	s0225.tga	0	0	Boss Skill	Boss Skill	0	0
0269	Icy Dragon Strike	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	500	4	2	0	0	2	0	0	SkillSp_BLGJ	0	0	SkillArea_Sector_BLGJ	0	Skill_BLGJ_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_BLGJ	2	1	8	0	40	9	800	0	0	0,0	0,0	0	9	-1	1033	1600	-1	0	0	0	376	0	s0225.tga	0	0	Boss Skill	Increases attack by 1.5 times and decreases movement speed of target. Effects increases per skill level	0	0
0270	Cyborg Blockade	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	600	4	2	0	0	1	0	0	SkillSp_JXJBFW	0	0	SkillArea_Line_JXJBFW	0	Skill_JXJBFW_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_JXJBFW	1	1	7	-1	106	6,-1	265,266	0,0	0	0,0	0,0	0	-1	-1	0	0	107	2	267	-1	0	0	s0216.tga	0	0	Monster Skill	Monster Skill	0	0
0271	Crab Binding	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	SkillSp_CRXXR	0	0	0	0	Skill_CRXSF_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_CRXSF	2	1	7	0	40	1	371	0	0	0,0	0,0	0	9	-1	1056	1600	41	2	131	0	0	0	s0081.tga	0	0	Monster Skill	Monster Skill	0	0
0272	Curse of Kelpie	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	SkillSp_SXZZZ	0	0	0	0	Skill_SXZZZ_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_SXZZZ	2	1	7	0	40	9	372	0	0	0,0	0,0	0	9	-1	1057	1600	41	2	131	0	0	0	s0081.tga	0	0	Monster Skill	Monster Skill	0	0
0273	Frost Breath	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	SkillSp_XBLBD	0	0	0	0	Skill_XBLBD_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_XBLBD	2	1	7	0	40	9	801	0	0	0,0	0,0	0	9	-1	1033	1600	41	0	0	0	377	0	s0081.tga	0	0	Monster Skill	Monster Skill	0	0
0274	Dance of Icy Dragon	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	SkillSp_BHSD	0	0	SkillArea_Circle_BHSD	0	Skill_BHSD_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_BHSD	1	1	11	-1	40	-1	380	0	0	0,0	0,0	0	9	-1	0	0	-1	2	131	0	0	0	s0225.tga	0	0	Monster Skill	Monster Skill	0	0
0275	Black Dragon Terror	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	300	4	1	0	0	0	0	0	SkillSp_HLKJ	0	0	0	0	Skill_HLKJ_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_HLKJ	1	1	11	-1	40	-1	379	0	0	0,0	0,0	0	9	-1	0	0	-1	2	101	0	0	0	s0225.tga	0	0	Monster Skill	Monster Skill	0	0
0276	Black Dragon Roar	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	SkillSp_HLLM	0	0	SkillArea_Circle_HLLM	0	Skill_HLLM_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_HLLM	1	1	11	-1	40	-1	808	0	0	0,0	0,0	0	9	-1	0	0	-1	2	198	0	0	0	s0225.tga	0	0	Monster Skill	Monster Skill	0	0
0277	Black Dragon Flight	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	SkillSp_BlackDrgWing	0	0	SkillArea_Circle_BlackDrgWing	0	Skill_BlackDrgWing_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_BlackDrgWing	1	1	12	-1	40	-1	804	0	0	0,0	0,0	0	9	-1	0	0	-1	2	101	0	0	0	s0225.tga	0	0	Monster Skill	Monster Skill	0	0
0278	Black Dragon Breath	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	600	4	2	0	0	2	0	0	SkillSp_BlackDrgDeadHit	0	0	SkillArea_Sector_BlackDrgDeadHit	0	Skill_BlackDrgDeadHit_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_BlackDrgDeadHit	2	1	10	7	44	1	803	0	0	0,0	0,0	0	9	-1	1059	1500	45	2	267	0	0	0	s0107.tga	0	0	Monster Skill	Monster Skill	0	0
0279	Resurrect	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	SkillSp_BlackHeal	0	0	0	0	Skill_BlackHeal_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_BlackHeal	1	1	11	0	72	-1	113	0	-1	0,0	0,0	-1	-1	-1	0	0	73	2	114	-2	0	0	s0097.tga	0	0	Monster Skill	Monster Skill	0	0
0280	Fairy body	2	-1,10	1,-1	1,-1	1,-1	-1	2	1	1	-1	-1	0	1	1	0	1	1	0	0	0	0	0	SkillSp_JLFT	0	0	0	0	Skill_JLFT_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_JLFT	1	1	12	0	46	2	117	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	-2	236	0	s0084.tga	0	0	Character Skill	Activate Fairy skill	0	0
0281	Black Dragon Roar	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	SkillSp_BlackHx	0	0	SkillArea_Circle_BlackHx	0	Skill_BlackHx_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_BlackHx	1	1	12	-1	-1	-1	881	0	0	0,0	0,0	-1	-1	-1	0	0	-1	-1	882	-2	0	0	s0127.tga	0	0	Monster Skill	Monster Skill	0	0
0282	Black Dragon Lightning Bolt	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	800	4	1	0	0	0	0	0	SkillSp_BlackLj	0	0	0	0	Skill_BlackLj_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_BlackLj	2	1	12	-1	102	1	883	0	0	0,0	0,0	0	5	-1	1061	1600	103	2	0	-1	0	0	s0214.tga	0	0	Monster Skill	Monster Skill	0	0
0283	Black Dragon Illusion Slash	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	800	4	1	0	0	0	0	0	SkillSp_BlackHyz	0	0	0	0	Skill_BlackHyz_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_BlackHyz	2	1	12	-1	40	2	886	0	0	0,0	0,0	0	5	-1	1060	1600	41	2	888	-1	0	0	s0081.tga	0	0	Monster Skill	Monster Skill	0	0
